Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 12
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 64
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 97
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 255
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 18
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 43
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 20
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 21
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 22
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 40
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 41
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 0x9026
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 50
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 62
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 75
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 88
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Missing default,The following switch statement is missing a default case: switch (type) {
tika,org.apache.tika.parser.mat,MatParser,parse,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.parser.mat,MatParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.mat,MatParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.mat,MatParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.asm,ClassParserTest,testClassParsing,Long Statement,The length of the statement "assertTrue(content.contains("public void parse(" + "java.io.InputStream` org.xml.sax.ContentHandler`" + " org.apache.tika.metadata.Metadata) throws"+ " java.io.IOException` org.xml.sax.SAXException`"+ " org.apache.tika.exception.TikaException;"));" is 247.
tika,org.apache.tika.parser.asm,XHTMLClassVisitor,visit,Long Parameter List,The method has 6 parameters. 
tika,org.apache.tika.parser.asm,XHTMLClassVisitor,visitField,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.parser.asm,XHTMLClassVisitor,visitMethod,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.parser.code,SourceCodeParserTest,testHTMLRenderWithReturnLine,Long Statement,The length of the statement "String htmlContent=getXML(getResourceAsStream("/test-documents/testJAVA.java")`sourceCodeParser`createMetadata("text/x-java-source")).xml;" is 138.
tika,org.apache.tika.parser.code,SourceCodeParserTest,testTextRender,Long Statement,The length of the statement "String textContent=getText(getResourceAsStream("/test-documents/testJAVA.java")`sourceCodeParser`createMetadata("text/x-java-source"));" is 135.
tika,org.apache.tika.parser.code,SourceCodeParserTest,testTextRender,Long Statement,The length of the statement "textContent=getText(new ByteArrayInputStream("public class HelloWorld {}".getBytes(UTF_8))`sourceCodeParser`createMetadata("text/x-java-source"));" is 146.
tika,org.apache.tika.parser.code,SourceCodeParserTest,testReturnContentAsIsForTextHandler,Long Statement,The length of the statement "String strContent=getXML(getResourceAsStream("/test-documents/testJAVA.java")`AUTO_DETECT_PARSER`createMetadata("text/plain")).xml;" is 131.
tika,org.apache.tika.parser.code,SourceCodeParser,parse,Long Statement,The length of the statement "try (AutoDetectReader reader=new AutoDetectReader(new CloseShieldInputStream(stream)`metadata`getEncodingDetector(context))){" is 125.
tika,org.apache.tika.parser.sas,SAS7BDATParserTest,testMultiColumns,Long Statement,The length of the statement "assertEquals(Arrays.asList("Record Number"`"Square of the Record Number"`"Description of the Row"`"Percent Done"`"Percent Increment"`"date"`"datetime"`"time")`Arrays.asList(metadata.getValues(Database.COLUMN_NAME)));" is 216.
tika,org.apache.tika.parser.sas,SAS7BDATParser,parse,Long Statement,The length of the statement "metadata.set(MachineMetadata.ENDIAN`props.getEndianness() == 1 ? MachineMetadata.Endian.LITTLE.getName() : MachineMetadata.Endian.BIG.getName());" is 145.
tika,org.apache.tika.parser.xmp,JempboxExtractorTest,testMaxXMPMMHistory,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.xmp,JempboxExtractorTest,testMaxXMPMMHistory,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.parser.xmp,JempboxExtractorTest,testMaxXMPMMHistory,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.parser.xmp,JempboxExtractor,parse,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.xmp,JempboxExtractor,extractDublinCore,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.xmp,JempboxExtractor,extractDublinCore,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.xmp,JempboxExtractor,joinCreators,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.xmp,JempboxExtractor,extractXMPMM,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.xmp,JempboxExtractor,extractXMPMM,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.xmp,JempboxExtractor,extractXMPMM,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.xmp,JempboxExtractor,extractXMPMM,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.dwg,DWGParserTest,testParser,Magic Number,The method contains a magic number: 11
tika,org.apache.tika.parser.dwg,DWGParser,parse,Magic Number,The method contains a magic number: 128
tika,org.apache.tika.parser.dwg,DWGParser,parse,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.dwg,DWGParser,read2007and2010String,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.dwg,DWGParser,get2000Props,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.dwg,DWGParser,get2000Props,Long Identifier,The length of the field HEADER_2000_PROPERTIES_ENTRIES is 30.
tika,org.apache.tika.parser.dwg,DWGParser,get2000Props,Magic Number,The method contains a magic number: 30
tika,org.apache.tika.parser.dwg,DWGParser,get2000Props,Magic Number,The method contains a magic number: 0x28
tika,org.apache.tika.parser.dwg,DWGParser,get2000Props,Magic Number,The method contains a magic number: 0x19
tika,org.apache.tika.parser.dwg,DWGParser,get2000Props,Magic Number,The method contains a magic number: 90
tika,org.apache.tika.parser.dwg,DWGParser,get2000Props,Magic Number,The method contains a magic number: 0x1e
tika,org.apache.tika.parser.dwg,DWGParser,get2000Props,Magic Number,The method contains a magic number: 0x012c
tika,org.apache.tika.parser.dwg,DWGParser,skipToPropertyInfoSection,Magic Number,The method contains a magic number: 0x20
tika,org.apache.tika.parser.dwg,DWGParser,skipToPropertyInfoSection,Magic Number,The method contains a magic number: 0xa00000l
tika,org.apache.tika.parser.dwg,DWGParser,skipToPropertyInfoSection,Magic Number,The method contains a magic number: 0x4000
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Complex Conditional,The conditional expression (padding[0] == 0 && padding[1] == 0 && padding[2] == 0 && padding[3] == 0) || (padding[0] == CUSTOM_PROPERTIES_ALT_PADDING_VALUES[0] && padding[1] == CUSTOM_PROPERTIES_ALT_PADDING_VALUES[1] && padding[2] == CUSTOM_PROPERTIES_ALT_PADDING_VALUES[2] && padding[3] == CUSTOM_PROPERTIES_ALT_PADDING_VALUES[3]) is complex.
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Long Identifier,The length of the field CUSTOM_PROPERTIES_ALT_PADDING_VALUES is 36.
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Long Statement,The length of the statement "if ((padding[0] == 0 && padding[1] == 0 && padding[2] == 0 && padding[3] == 0) || (padding[0] == CUSTOM_PROPERTIES_ALT_PADDING_VALUES[0] && padding[1] == CUSTOM_PROPERTIES_ALT_PADDING_VALUES[1] && padding[2] == CUSTOM_PROPERTIES_ALT_PADDING_VALUES[2] && padding[3] == CUSTOM_PROPERTIES_ALT_PADDING_VALUES[3])) {" is 311.
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.dwg,DWGParser,skipToCustomProperties,Magic Number,The method contains a magic number: 0x7f
tika,org.apache.tika.parser.prt,PRTParser,parse,Complex Conditional,The conditional expression read == 0xe0 || read == 0xe3 || read == 0xf0 is complex.
tika,org.apache.tika.parser.prt,PRTParser,parse,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.parser.prt,PRTParser,parse,Long Statement,The length of the statement "String formattedDate=dateStr.substring(0`4) + "-" + dateStr.substring(4`6)+ "-"+ dateStr.substring(6`8)+ "T"+ dateStr.substring(8`10)+ ":"+ dateStr.substring(10`12)+ ":00";" is 172.
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 30
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 12
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 12
tika,org.apache.tika.parser.prt,PRTParser,parse,Magic Number,The method contains a magic number: 500
